이름,artist,image,link,month,producer,rank_status,ranking,sales_volume,title
5.3,10cm,https://circlechart.kr/uploadDir/albumImg/thumb/20220706_E11A0D7F9D85E1020151596A9B34FE37.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,매직스트로베리사운드,8,35,,그라데이션
SQUARE TWO,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/488A855CB4B44213A01986AD36B16BF6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,42,97,,불장난
너를 생각해,주시크 (Joosiq),https://circlechart.kr/uploadDir/albumImg/thumb/20210928_24C4D405A1006A98D65A891E877E1804.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,뮤직레시피,-23,119,,너를 생각해
NewJeans 1st EP `New Jeans`,NewJeans,https://circlechart.kr/uploadDir/albumImg/thumb/20220804_C2710A40177CC8B4FDEFFEF853DFA640.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,ADOR,new,12,,Cookie
화양연화 Young Forever,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/F3B766E65979472483B2A297DB8A2367.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-26,173,,불타오르네 (FIRE)
SMARTPHONE,YENA(최예나),https://circlechart.kr/uploadDir/albumImg/thumb/20220806_FB78589771B85B01A24716C7CE444C21.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,위에화엔터테인먼트코리아,new,124,,SMARTPHONE
NewJeans 1st EP `New Jeans`,NewJeans,https://circlechart.kr/uploadDir/albumImg/thumb/20220810_0504E58153720E3FDA8D0570896011A3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,ADOR,new,2,,Attention
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_B9209469E21F96B290DF688CCE9BC3A6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-14,18,,Yet To Come
After LIKE,IVE (아이브),https://circlechart.kr/uploadDir/albumImg/thumb/20220825_8C99EA8FC2173B6D4FA67BFB60B49365.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,스타쉽엔터테인먼트,new,168,,My Satisfaction
FANCY YOU,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/6D28537388614A3A82A015F6F1E34699.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-2,84,,FANCY
MORE,j-hope,https://circlechart.kr/uploadDir/albumImg/thumb/20220704_0E2EF15F64C896E96DC7A32F6942F537.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-31,34,,MORE
What is Love?,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/EEA74F5460484A3DA8568482DCFF8D56.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-6,100,,What is Love?
Summer Nights,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/31D4C364C5BB4FDF9414B889CA05AC8B.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-32,154,,Dance The Night Away
LOVE YOURSELF 結 `Answer`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/C20AF6D3388241C5BF28312693048B94.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-6,90,,Euphoria
내일은 미스터트롯 우승자 특전곡,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20200407_92C736CE1FFD8DCE45C5EEE2159E7DB2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"TV CHOSUN, 쇼플레이",-6,189,,이제 나만 믿어요
LALISA,리사 (LISA),https://circlechart.kr/uploadDir/albumImg/thumb/20210914_7A09C360BA0128CA3AE58F145539CC43.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,37,60,,LALISA
NOEASY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20210831_4C0F3E85E15AAEBA7C79FEA3D9E45D31.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-7,107,,소리꾼
CRAZY IN LOVE,ITZY (있지),https://circlechart.kr/uploadDir/albumImg/thumb/20210928_7107B5B89EF9135F3CEB3ABE21DF268A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-23,112,,LOCO
ELEVEN,IVE (아이브),https://circlechart.kr/uploadDir/albumImg/thumb/20211207_23F26B43EC5FA791DDB3F7FE704E67B9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,스타쉽엔터테인먼트,-5,19,,ELEVEN
열이올라요 (Heart Burn),선미,https://circlechart.kr/uploadDir/albumImg/thumb/20220704_19B0F05EC2D496192EAD16ECA540636B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,어비스컴퍼니,-18,39,,열이올라요 (Heart Burn)
IM HERO,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20220510_E47A51A7243680742C18E30FE94E0A8F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,물고기뮤직,-24,181,,무지개
MANIFESTO : DAY 1,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20220706_890F1CFC0998D0361983C1EB87C092F7.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,빌리프랩,-46,82,,Future Perfect (Pass the MIC)
GANADARA,박재범,https://circlechart.kr/uploadDir/albumImg/thumb/20220316_D2D18CD686B0C9A6EF99E1B9DBA1AECE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,MORE VISION,-19,74,,GANADARA (Feat. 아이유)
Somebody,"로꼬 (LOCO), 화사(Hwa Sa)",https://circlechart.kr/uploadDir/albumImg/thumb/20220727_E2087BD795C5576A28C2488D2BE48611.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"AOMG, RBW",hot,87,,Somebody!
MAP OF THE SOUL : 7,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200225_C79BF2656DB69BCF156C5C31A89D16D5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-19,155,,Filter
BETWEEN 1&2,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20220829_19A17B7FA9443B1564582EA1F905173A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,new,24,,Talk that Talk
항해,AKMU (악뮤),https://circlechart.kr/uploadDir/albumImg/thumb/D3F20FAD1F1A45E79D1DCC9366428DE5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,-22,153,,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지"
바보에게 바보가 (웹툰 `연애의 발견` X 이석훈) OST,이석훈,https://circlechart.kr/uploadDir/albumImg/thumb/20220714_C6F60C77ED8FA4138951DA3312FD1100.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,TOON STUDIO,33,110,,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈)
DUMB DUMB,전소미,https://circlechart.kr/uploadDir/albumImg/thumb/20210810_783F6C524A2F88E8E9864DD898048371.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,The Black Label,1,193,,DUMB DUMB
다정히 내 이름을 부르면 (경서예지 x 전건호),"경서예지, 전건호",https://circlechart.kr/uploadDir/albumImg/thumb/20220804_DD4E7963111CEFE21991FEFF84BC2FF7.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,에버그로우,-6,75,,다정히 내 이름을 부르면
아무래도 난,주시크 (Joosiq),https://circlechart.kr/uploadDir/albumImg/thumb/20220406_EF22C7635C875591276854BB8394BCDE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,뮤직레시피,-46,114,,아무래도 난
미련을 말하는,한동근,https://circlechart.kr/uploadDir/albumImg/thumb/20220804_BA571519A46AE7C368720F77B5A1D4BE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,말하는,new,127,,새벽에 걸려온 너의 전화는
내가 아니라도,주호,https://circlechart.kr/uploadDir/albumImg/thumb/20220329_D5215D62C4B8B953C5A143F1A27F0E3C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,IN A MILLION,6,54,,내가 아니라도
INVU - The 3rd Album,태연 (TAEYEON),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_F324F2333C913013D42D69C40179A440.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SM Entertainment,-8,46,,INVU
듣고 싶을까,MSG워너비(M.O.M),https://circlechart.kr/uploadDir/albumImg/thumb/20220302_8259902E6DB90EA2FD83737CED19D51C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,NK Company,-17,126,,듣고 싶을까
One-reeler / Act IV,IZ*ONE (아이즈원),https://circlechart.kr/uploadDir/albumImg/thumb/20201215_908A815EF79DF7B76BC4C67E76B6D581.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"OFF THE RECORD Entertainment, SWING Entertainment",21,140,,Panorama
LOVE DIVE,IVE (아이브),https://circlechart.kr/uploadDir/albumImg/thumb/20220412_21C8B074C2BB6328D15F67AF055B384A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,스타쉽엔터테인먼트,7,147,,ROYAL
After LIKE,IVE (아이브),https://circlechart.kr/uploadDir/albumImg/thumb/20220825_0FF299BF9A049A3848B60A0881833FBC.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,스타쉽엔터테인먼트,new,7,,After LIKE
Season Note,다비치,https://circlechart.kr/uploadDir/albumImg/thumb/20220524_03201E6ED41162CD27DF5305AB818956.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,WAKEONE,-41,122,,팡파레
OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",https://circlechart.kr/uploadDir/albumImg/thumb/20210519_757CFCF0A4C7D1E996518B976DC6D054.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,NEOKIDZ,-18,151,,OHAYO MY NIGHT
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_4785FE5A02FDAD18478606F8D74CFF24.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-13,26,,달려라 방탄
`The ReVe Festival` Finale,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/BAECA08B41C3486395EC99A9E3D091EE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SM Entertainment,-10,113,,Psycho
마지막처럼,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/52296CE5CABC4D63853AB28395D213BE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,27,49,,마지막처럼
LOVE me,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20220419_168532E6BA5811DD3729EC23AC9632C9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"BPM ENTERTAINMENT,SWING ENTERTAINMENT, 페임어스엔터테인먼트",-11,52,,LOVE me
Proof,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_1B75CD5F29296052C831CFED249C574F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-93,143,,Born Singer
STEREOTYPE,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20210914_2D97D97CBA2D57E56D041229B4D7CAD5.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,하이업엔터테인먼트,4,195,,색안경 (STEREOTYPE)
별에서 온 그대 OST Part 7,성시경,https://circlechart.kr/uploadDir/albumImg/thumb/2C6D10B14E074045A69CE3F37FCB3818.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SBS 콘텐츠허브,9,104,,너의 모든 순간
WE NEED LOVE,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20220722_36FF249D74A238EFEE3EDB4BF6878C84.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,하이업엔터테인먼트,39,33,,BEAUTIFUL MONSTER
쇼미더머니 10 Episode 3,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20211123_64AFB7DEF8CF0B06078883E367F94EC8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,Stone Music Entertainment,-30,157,,리무진 (Feat. MINO) (Prod. GRAY)
NewJeans 1st EP `New Jeans`,NewJeans,https://circlechart.kr/uploadDir/albumImg/thumb/20220804_11B7D6C0059F3AC033579BB8FE25A248.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,ADOR,new,3,,Hype boy
ZOOM,제시(Jessi),https://circlechart.kr/uploadDir/albumImg/thumb/20220419_8DA7517680E66886199D6F4B3FC3EABF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,피네이션,-28,53,,ZOOM
에잇,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20200512_8F396C4442D26C6E086FD9AEFD6E148A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,EDAM엔터테인먼트,-10,142,,에잇 (Prod.&Feat. SUGA of BTS)
Feel Special,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/2AECE86541344C47B9F010B2AA38AB10.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,6,98,,Feel Special
DOUBLAST,Kep1er (케플러),https://circlechart.kr/uploadDir/albumImg/thumb/20220628_20A2E0D4AE0CFBC6198292C73CA84D62.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"WAKEONE, 스윙엔터테인먼트",-42,70,,Up!
아픔을 말하는,V.O.S,https://circlechart.kr/uploadDir/albumImg/thumb/20220525_823C20A8BDBB9B16F9355BC844FB9158.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,말하는,5,191,,미친 것처럼
Jack In The Box,j-hope,https://circlechart.kr/uploadDir/albumImg/thumb/20220718_9E30A9A2937E5557226FA4A58F297CF0.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-54,165,,= (Equal Sign)
Black Mamba,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20201124_DA01B240DFF01A34F1465A372A1AD0C8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SM Entertainment,-26,93,,Black Mamba
IM HERO,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20220510_0EB087BCF7A161DE781E67E9731CFBBD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,물고기뮤직,-10,145,,다시 만날 수 있을까
WINGS,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/34AFCD122A4141699215A6B3A6A5FDDF.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-22,129,,피 땀 눈물
SMiLEY,YENA(최예나),https://circlechart.kr/uploadDir/albumImg/thumb/20220125_E75396AA4D9F1424061C4DB8B67483A4.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,위에화엔터테인먼트코리아,-,56,,SMILEY (Feat. BIBI)
Girls - The 2nd Mini Album,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20220708_CB6C9800F629B0CDFC5E767C401E088F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SM Entertainment,-5,15,,도깨비불 (Illusion)
I NEVER DIE,(여자)아이들,https://circlechart.kr/uploadDir/albumImg/thumb/20220323_14BD2E78F79B38D7D6F857D21B95FAD3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,큐브엔터테인먼트,-19,51,,MY BAG
신사와 아가씨 OST Part.2,임영웅,https://circlechart.kr/uploadDir/albumImg/thumb/20221006_2613DFCB7601858BDBE03DD6377F4809.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,모스트콘텐츠,-12,76,,사랑은 늘 도망가
Formula of Love: O+T=<3,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20211116_A45B8F681C8EBF5BECF6341DFDD2C9D9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-4,138,,SCIENTIST
WSG워너비 1집,WSG워너비 (오아시소),https://circlechart.kr/uploadDir/albumImg/thumb/20220712_3BE7647798AEBC2F24FB0C25F5347EA2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,MBC,-59,120,,Clink Clink (클링 클링)
KILL THIS LOVE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/82A38810C323491B929A72F886C82362.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,23,50,,Kill This Love
고백하는 취한밤에,임재현,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_47421FA8BE74483352E8199BBE074C53.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"디원미디어, 니즈뮤직",-36,162,,고백하는 취한밤에 (Prod. 2soo)
Stay Alive (Prod. SUGA of BTS),정국,https://circlechart.kr/uploadDir/albumImg/thumb/20220216_AECDD953C79537A7D3EB98CF4F76250F.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-25,117,,Stay Alive (Prod. SUGA of BTS)
BLOOM*IZ,IZ*ONE (아이즈원),https://circlechart.kr/uploadDir/albumImg/thumb/20200225_98A579609D20F460F9003F1FAF393A6C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,"Stone Music Entertainment, OFF THE RECORD Entertainment",16,200,,FIESTA
LOVE & HATE,케이시 (Kassy),https://circlechart.kr/uploadDir/albumImg/thumb/20220525_37BAB34238BA511DF5D344B3ED9962A9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,넥스타엔터테인먼트,-29,128,,늦은 밤 헤어지긴 너무 아쉬워
Darl+ing,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220419_7780B08E0FCBADF0B1361C3A69249B90.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,플레디스,-12,59,,Darl+ing
ODDINARY,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20220323_74C346A3C9CD0FFC4235D8595BD2A02C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-3,45,,MANIAC
FEARLESS,LE SSERAFIM (르세라핌),https://circlechart.kr/uploadDir/albumImg/thumb/20220510_CAD1D5F73AE4E06F6634A34CE2978288.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,쏘스뮤직,9,105,,Blue Flame
신호등,이무진,https://circlechart.kr/uploadDir/albumImg/thumb/20210518_38D740DFF6A4C54D8D5815CF330BC740.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,쇼플레이,-29,69,,신호등
HOLIDAY,위너(WINNER),https://circlechart.kr/uploadDir/albumImg/thumb/20220707_14A7C9550B445515208FEB3B7B8A2416.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,-7,55,,I LOVE U
SOLO,제니 (JENNIE),https://circlechart.kr/uploadDir/albumImg/thumb/107456024A4F4E098B55BFB0B1651664.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,47,77,,SOLO
사랑한다고 말해줘,탑현,https://circlechart.kr/uploadDir/albumImg/thumb/20220816_8846E2986BAF496599EBFCB832FD4D02.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,탑현월드,new,178,,사랑한다고 말해줘
LOVE YOURSELF 承 `Her`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/BD891B6735104F9AB1406B4685AFE9F9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,19,192,,Pied Piper
SQUARE ONE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/F0319FA88C2A4B4E831C53D985897E4B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,64,118,,휘파람
4th Album Repackage `SECTOR 17`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20220720_14BB2D23CEC1FA85CEA3D8483749BE26.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,플레디스,10,27,,_WORLD
Dear OHMYGIRL,오마이걸 (OH MY GIRL),https://circlechart.kr/uploadDir/albumImg/thumb/20210518_DC9FD5A0A8546C1591D03C04465393A8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,WM엔터테인먼트,-14,137,,Dun Dun Dance
Eyes wide open,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20201103_E8259FC0B88E19749BB7B8F988A4EEF9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,13,61,,I CAN`T STOP ME
Taste of Love,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/20210615_474F07993708CD6942441459C23DE8E2.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,JYP Entertainment,-27,106,,Alcohol-Free
reality in BLACK,마마무 (Mamamoo),https://circlechart.kr/uploadDir/albumImg/thumb/4640260BA3BB40D9AFEF8E8DAD6BAF67.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,RBW,22,176,,HIP
Jack In The Box,j-hope,https://circlechart.kr/uploadDir/albumImg/thumb/20220718_DE0469F1F815C054CCDFE6CA04F65E63.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-12,30,,방화 (Arson)
이러면 안 될 거 아는데 너 앞에만 서면 나락,딘딘 (DINDIN),https://circlechart.kr/uploadDir/albumImg/thumb/20211019_D9DFD176EEEE4518E67322F401A73282.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,디앤디코퍼레이션,55,132,,이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM)
해요 (2022),#안녕,https://circlechart.kr/uploadDir/albumImg/thumb/20220614_FEBD950F56D66B30C3E59755266CE9D9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,일팔 프로젝트,37,79,,해요 (2022)
BORDER : CARNIVAL,ENHYPEN,https://circlechart.kr/uploadDir/albumImg/thumb/20210504_EF8445ABB05C006217B90F49044C2B0B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,빌리프랩,9,135,,FEVER
`The ReVe Festival 2022 - Feel My Rhythm`,레드벨벳(Red Velvet),https://circlechart.kr/uploadDir/albumImg/thumb/20220329_89C39339FBB08C28009DD2E2644ACC41.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SM Entertainment,-9,32,,Feel My Rhythm
밤하늘의 별을(2020),경서,https://circlechart.kr/uploadDir/albumImg/thumb/20201117_D9172C207798B87826D3699F7EAF96B9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,꿈의엔진,7,130,,밤하늘의 별을(2020)
THE ALBUM,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/20201006_6DDAF2A5C31F33D0EDBFEC3659DFFA23.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,7,42,,Lovesick Girls
Beatbox - The 2nd Album Repackage,NCT DREAM,https://circlechart.kr/uploadDir/albumImg/thumb/20220607_871DD4574741CEC6757FCA5A32E9DF01.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,SM Entertainment,-49,94,,Beatbox
LOVE DIVE,IVE (아이브),https://circlechart.kr/uploadDir/albumImg/thumb/20220412_7B11AA954755878F96EB78521C973F28.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,스타쉽엔터테인먼트,-3,5,,LOVE DIVE
THE SECOND STEP : CHAPTER ONE,TREASURE (트레저),https://circlechart.kr/uploadDir/albumImg/thumb/20220222_32F8B38080AFB0ECDF8972104E07B9B1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,-33,121,,다라리 (DARARI)
봄여름가을겨울 (Still Life),BIGBANG (빅뱅),https://circlechart.kr/uploadDir/albumImg/thumb/20220412_7D44D480EEC410837DD4984D1AF1FA04.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,YG Entertainment,-17,47,,봄여름가을겨울 (Still Life)
LOVE YOURSELF 轉 `Tear`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/C7030ECF51A54A979F6FFD2E3AB1F138.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-4,81,,FAKE LOVE
WSG워너비 1집,WSG워너비 (가야G),https://circlechart.kr/uploadDir/albumImg/thumb/20220712_C127761E6D9B854810075E334463574D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,MBC,-5,17,,그때 그 순간 그대로 (그그그)
SEVENTEEN 9th Mini Album `Attacca`,세븐틴,https://circlechart.kr/uploadDir/albumImg/thumb/20211026_80E12CE74D5DCD5CACD870ED2ACC751C.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,플레디스,16,102,,Rock with you
YOU NEVER WALK ALONE,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/DC2BA7EA8E4847A8A1B9BB8258399DE4.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202208,2208,BIGHIT MUSIC / HYBE,-9,62,,봄날
