이름,artist,image,link,month,producer,rank_status,ranking,sales_volume,title
IN生,Stray Kids (스트레이 키즈),https://circlechart.kr/uploadDir/albumImg/thumb/20200922_85910C9728ED8B3767B9DFE14B1BA750.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,JYP Entertainment,-6,157,,Back Door
슬기로운 의사생활 시즌2 OST Part 1,이무진,https://circlechart.kr/uploadDir/albumImg/thumb/20210622_F653CB8B4571911D82E181FDF04510D1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,"스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment",-15,145,,비와 당신
STAYDOM,STAYC(스테이씨),https://circlechart.kr/uploadDir/albumImg/thumb/20210413_728953C983C630947BB18F91A6DAF857.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,하이업엔터테인먼트,5,54,,ASAP
2021 Winter SMTOWN : SMCU EXPRESS,"태용 (TAEYONG), 제노 (JENO), 헨드리 (HENDERY), 양양 (YANGYANG), 지젤 (GISELLE)",https://circlechart.kr/uploadDir/albumImg/thumb/20220104_39571E3282BC317C25045D3172F01CB1.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,SM Entertainment,new,26,,ZOO
멜로디,ASH ISLAND,https://circlechart.kr/uploadDir/albumImg/thumb/20210302_399078548C62FCF1ECC4FBECD392338E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,앰비션뮤직,-17,148,,멜로디
Red Moon : To You My Light,마크툽 (Maktub),https://circlechart.kr/uploadDir/albumImg/thumb/A0420AD4BCA6460FB60EFBD711BBA4C8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,MAKTUB Company,6,126,,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)
20th Anniversary Edition `Dark Hole`,MC몽,https://circlechart.kr/uploadDir/albumImg/thumb/20220104_D8300C54D84BA5CD4275448D0FAA8D5D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,밀리언마켓,new,193,,죽을 만큼 아파서 (Feat. JAMIE (제이미))
NONSTOP,오마이걸 (OH MY GIRL),https://circlechart.kr/uploadDir/albumImg/thumb/20200505_05919E0513385D9FEB0FD05B25A89127.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,WM엔터테인먼트,-23,171,,Dolphin
그 해 우리는 OST Part.2,비비(BIBI),https://circlechart.kr/uploadDir/albumImg/thumb/20211221_64D093A20A878316780B401CA1B14131.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,모스트콘텐츠,hot,46,,우리가 헤어져야 했던 이유
Black Mamba,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20201124_DA01B240DFF01A34F1465A372A1AD0C8.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,SM Entertainment,4,40,,Black Mamba
Butter,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20210525_64B5C7C1EACE0661878323F997D8192B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,BIGHIT MUSIC / HYBE,-,3,,Butter
Can`t Control Myself,태연 (TAEYEON),https://circlechart.kr/uploadDir/albumImg/thumb/20220125_340AC7CBA0CA4A73AEB18C7B8ADB8E7E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,SM Entertainment,new,35,,Can`t Control Myself
What is Love?,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/EEA74F5460484A3DA8568482DCFF8D56.png,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,JYP Entertainment,-2,91,,What is Love?
FANCY YOU,TWICE,https://circlechart.kr/uploadDir/albumImg/thumb/6D28537388614A3A82A015F6F1E34699.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,JYP Entertainment,-6,120,,FANCY
밤하늘의 별을(2020),경서,https://circlechart.kr/uploadDir/albumImg/thumb/20201117_D9172C207798B87826D3699F7EAF96B9.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,꿈의엔진,-4,95,,밤하늘의 별을(2020)
FIRST IMPACT,Kep1er (케플러),https://circlechart.kr/uploadDir/albumImg/thumb/20220111_C8E5E2699DE6A0CBF298200A55D49B31.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,"WAKEONE, 스윙엔터테인먼트",new,6,,WA DA DA
R,로제 (ROSE),https://circlechart.kr/uploadDir/albumImg/thumb/20210316_0707242EE8669664FBEB37CF648CF435.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,YG Entertainment,-7,73,,On The Ground
KILL THIS LOVE,BLACKPINK,https://circlechart.kr/uploadDir/albumImg/thumb/82A38810C323491B929A72F886C82362.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,YG Entertainment,4,45,,Kill This Love
Butter (Holiday Remix),방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20211207_BB1ED2447448B5144E0FEA697868FBCD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,BIGHIT MUSIC / HYBE,-116,136,,Butter (Holiday Remix)
HAPPEN,헤이즈 (Heize),https://circlechart.kr/uploadDir/albumImg/thumb/20210525_D43384CC8BBD6A3EC0F5E5E83114FFA7.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,피네이션,-9,102,,헤픈 우연
LOVE YOURSELF 結 `Answer`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/3DE7A4752CB946289A5AF60DC8E524BD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,BIGHIT MUSIC / HYBE,-10,88,,IDOL
LOVE YOURSELF 結 `Answer`,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/9C2B0A4A1ECF44C684E289757E015C4B.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,BIGHIT MUSIC / HYBE,-,197,,Epiphany
Universe - The 3rd Album,NCT U,https://circlechart.kr/uploadDir/albumImg/thumb/20211214_56FA38590C030BCE25B6DCC2709FDCC6.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,SM Entertainment,-56,87,,Universe (Let`s Play Ball)
쇼미더머니 10 Semi Final,Mudd the student,https://circlechart.kr/uploadDir/albumImg/thumb/20211130_3255A5FA3D218B1EE84ED2E43369E6BA.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,Stone Music Entertainment,-32,43,,불협화음 (Feat. AKMU) (Prod. GRAY)
별에서 온 그대 OST Part 7,성시경,https://circlechart.kr/uploadDir/albumImg/thumb/2C6D10B14E074045A69CE3F37FCB3818.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,SBS 콘텐츠허브,86,128,,너의 모든 순간
쇼미더머니 10 Episode 3,베이식(Basick),https://circlechart.kr/uploadDir/albumImg/thumb/20211123_09A7B807779109BEF3E4DFB951E08DEE.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,Stone Music Entertainment,-20,36,,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL)
Next Level,aespa,https://circlechart.kr/uploadDir/albumImg/thumb/20210525_A3CFD2B20B1744E5F00282EFEC80F05A.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,SM Entertainment,-1,13,,Next Level
Dynamite,방탄소년단,https://circlechart.kr/uploadDir/albumImg/thumb/20200825_131C7D85852510037E916A55C83A600E.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,BIGHIT MUSIC / HYBE,-,4,,Dynamite
조각집,아이유 (IU),https://circlechart.kr/uploadDir/albumImg/thumb/20220104_B0F6DD042C5F31014397BD29B8DF6D4D.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,EDAM엔터테인먼트,hot,93,,러브레터
시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,케이윌 (K.Will),https://circlechart.kr/uploadDir/albumImg/thumb/20210907_96704F7B07F8CCF9601ECA76ECB581F3.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,TOON STUDIO,-21,143,,시간을 거슬러 (낮에 뜨는 달 X 케이윌)
Counting Stars,BE`O (비오),https://circlechart.kr/uploadDir/albumImg/thumb/20211221_8831BE04EC86F884189830F6DDE0FC13.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,페임어스 엔터테인먼트,3,12,,Counting Stars (Feat. Beenzino)
매일 크리스마스 (Everyday Christmas),다비치,https://circlechart.kr/uploadDir/albumImg/thumb/20211214_7B7EE10573D5A0CF69FB2336DA61C6BD.jpg,https://circlechart.kr/data/api/chart/global?termGbn=month&yyyymmdd=202201,2201,WAKEONE,-127,181,,매일 크리스마스 (Everyday Christmas)
